,Jurisdiction,year,County,DiversionRateHouse,DiversionRateNoOfEmployee,Bins,D.R.E_category,D.R.H_category,Population,MedianAge,Latino,White,Black,Asian,LaberFocre,LaberForceEmplyed,LaberForceUnemployed,UnemploymentRate,FemalesEmploymentRate,CoummuteTime,MedianIncome,PovertyRate,TotalUnit,1-UnitDetached,1-UnitAttached,MoreThan20UnitsInStructure,MedianNoOfRooms,MedianHouseValue,MedianGrossRent
421,Arcata,2014,Humboldt,0.7027027027027026,0.6984126984126984,"(0.65, 0.8]",Good,Good,17118.0,27.4,12.2,74.9,2.6,3.0,8806.0,7987.0,819.0,9.3,56.4,16.9,31815.0,31.6,7595.0,44.6,4.3,8.1,4.3,341100.0,876.0
422,Arvin,2014,Kern,0.45000000000000007,0.28616352201257866,"(0.0, 0.5]",Low,Low,18809.0,22.5,91.0,7.7,0.2,0.5,7922.0,6805.0,1117.0,14.1,52.7,22.8,29740.0,34.9,4660.0,69.0,2.6,3.5,5.1,151300.0,770.0
423,Atherton,2014,San Mateo,0.7105263157894737,0.7505112474437627,"(0.65, 0.8]",Good,Good,6883.0,46.4,5.1,80.7,0.2,9.9,2620.0,2443.0,177.0,6.8,36.2,21.3,250000.0,5.1,2459.0,99.1,0.9,0.0,9.0,1000000.0,2000.0
424,Auburn,2014,Placer,0.6891891891891893,0.589622641509434,"(0.65, 0.8]",Okay,Good,13476.0,44.7,6.6,87.1,1.0,1.1,6744.0,6160.0,584.0,8.7,53.5,23.9,62600.0,9.7,6311.0,65.5,6.3,8.1,5.4,416400.0,962.0
425,Avalon,2014,Los Angeles,0.46478873239436624,0.5408163265306123,"(0.0, 0.5]",Okay,Low,3690.0,36.9,61.7,36.8,0.0,0.4,2147.0,1990.0,157.0,7.3,69.4,11.1,49514.0,13.9,2162.0,25.5,5.8,11.2,3.9,819500.0,1019.0
426,Avenal,2014,Kings,0.75,0.7722007722007722,"(0.65, 0.8]",Good,Good,15705.0,26.8,86.4,9.2,2.8,0.3,5989.0,4901.0,1088.0,18.2,45.7,28.9,29183.0,40.0,3349.0,65.6,1.6,3.5,5.0,162300.0,676.0
427,Azusa,2014,Los Angeles,0.6190476190476191,0.606951871657754,"(0.5, 0.65]",Okay,Okay,46177.0,27.8,67.0,20.3,3.5,7.9,24224.0,22056.0,2168.0,8.9,62.0,28.2,53826.0,18.2,13108.0,47.0,14.1,12.9,4.6,359300.0,1191.0
428,Bakersfield,2014,Kern,0.6296296296296297,0.602112676056338,"(0.5, 0.65]",Okay,Okay,339761.0,29.8,44.5,38.4,7.9,5.8,160014.0,141931.0,18083.0,11.3,58.3,22.5,54656.0,18.2,116200.0,71.1,2.5,5.2,5.4,218200.0,937.0
429,Baldwin Park,2014,Los Angeles,0.66,0.7538167938931297,"(0.65, 0.8]",Good,Good,75441.0,30.2,78.8,4.9,0.4,14.8,35761.0,31397.0,4364.0,12.2,55.3,30.9,52094.0,16.0,18053.0,71.6,7.3,9.5,4.9,322500.0,1182.0
430,Banning,2014,Riverside,0.6721311475409836,0.6107491856677525,"(0.65, 0.8]",Okay,Good,29414.0,46.7,37.0,49.2,6.0,6.5,10589.0,9452.0,1137.0,10.7,40.1,23.0,37373.0,17.4,13872.0,75.0,4.1,1.4,4.9,197200.0,898.0
431,Barstow,2014,San Bernardino,0.7078651685393258,0.7434640522875817,"(0.65, 0.8]",Good,Good,22913.0,33.3,39.6,34.0,16.2,1.6,9925.0,9060.0,865.0,8.7,53.3,24.3,45417.0,22.2,10025.0,55.2,2.6,3.4,4.9,123300.0,782.0
432,Beaumont,2014,Riverside,0.8144329896907216,0.7078384798099762,"(0.8, 1.0]",Good,Great,34737.0,33.1,37.6,45.7,4.4,10.1,15862.0,14688.0,1174.0,7.4,55.7,31.7,66132.0,10.8,13407.0,85.1,1.4,1.9,5.7,251500.0,948.0
433,Bell,2014,Los Angeles,0.6285714285714286,0.6626506024096386,"(0.5, 0.65]",Good,Okay,35602.0,28.5,92.1,6.0,0.9,0.3,15047.0,13431.0,1616.0,10.7,46.7,28.8,37121.0,25.4,9488.0,58.5,8.4,4.4,4.0,314500.0,979.0
434,Bell Gardens,2014,Los Angeles,0.6162790697674418,0.6509433962264151,"(0.5, 0.65]",Good,Okay,42294.0,27.0,97.0,2.0,0.5,0.3,18236.0,16447.0,1789.0,9.8,49.2,28.6,38971.0,25.0,10278.0,60.8,13.1,3.0,4.2,331000.0,1052.0
435,Bellflower,2014,Los Angeles,0.5625,0.6581395348837209,"(0.5, 0.65]",Good,Okay,76243.0,31.9,50.7,21.8,13.7,11.0,36843.0,33730.0,3113.0,8.4,57.4,27.8,50244.0,13.4,25663.0,49.4,7.3,19.5,4.5,386200.0,1141.0
436,Belmont,2014,San Mateo,0.7358490566037736,0.7202970297029703,"(0.65, 0.8]",Good,Good,25568.0,39.5,12.2,57.1,2.2,21.9,14582.0,13580.0,1002.0,6.9,65.6,25.2,100417.0,4.9,10848.0,58.3,5.7,19.1,5.3,896300.0,1453.0
437,Benicia,2014,Solano,0.5809523809523809,0.572961373390558,"(0.5, 0.65]",Okay,Okay,26981.0,43.5,12.2,68.8,3.1,9.0,14823.0,13784.0,1039.0,7.0,63.2,29.8,90338.0,5.6,11459.0,66.3,7.8,3.2,5.6,466000.0,1314.0
438,Berkeley,2014,Alameda,0.7538461538461538,0.7455357142857142,"(0.65, 0.8]",Good,Good,111008.0,32.7,10.5,54.9,9.0,20.5,57319.0,53222.0,4097.0,7.1,56.0,26.4,60908.0,18.3,48468.0,42.8,3.8,15.2,4.4,720130.0,1214.0
439,Big Bear Lake,2014,San Bernardino,0.7442748091603053,0.7149837133550488,"(0.65, 0.8]",Good,Good,5109.0,40.3,24.0,70.1,1.8,0.0,2019.0,1828.0,191.0,9.5,40.0,15.3,31541.0,23.4,9617.0,82.2,1.1,3.5,4.8,354400.0,925.0
440,Blue Lake,2014,Humboldt,0.9397905759162304,0.9814858770472348,"(0.8, 1.0]",Great,Great,1336.0,35.9,5.0,80.2,2.2,1.6,746.0,702.0,44.0,5.9,62.9,16.7,55568.0,13.2,628.0,68.2,2.1,1.6,5.0,319300.0,1025.0
441,Blythe,2014,Riverside,0.6046511627906976,0.6887755102040816,"(0.5, 0.65]",Good,Okay,21102.0,36.1,48.5,32.0,15.5,1.7,6115.0,5196.0,919.0,15.0,56.6,15.1,46235.0,15.1,6029.0,59.1,2.5,3.0,4.9,166200.0,696.0
442,Brea,2014,Orange,0.6782608695652174,0.6782178217821782,"(0.65, 0.8]",Good,Good,38837.0,38.4,23.6,55.9,0.9,17.4,21025.0,19279.0,1746.0,8.3,61.4,28.5,81278.0,5.1,14859.0,55.8,9.2,12.7,5.6,567200.0,1395.0
443,Brentwood,2014,Contra Costa,0.7155172413793103,0.77,"(0.65, 0.8]",Good,Good,48582.0,35.1,28.6,55.6,5.2,6.6,22844.0,20741.0,2103.0,9.2,58.0,39.3,87642.0,6.1,16637.0,87.6,3.4,3.1,6.7,412100.0,1637.0
444,Brisbane,2014,San Mateo,0.8136094674556213,0.7151898734177216,"(0.8, 1.0]",Good,Great,4179.0,42.9,25.1,43.8,0.8,24.6,2749.0,2495.0,254.0,9.2,71.9,23.3,79129.0,3.5,1895.0,58.8,9.3,2.9,4.8,661700.0,1376.0
445,Buellton,2014,Santa Barbara,0.6558441558441559,0.7526881720430108,"(0.65, 0.8]",Good,Good,4712.0,39.7,38.9,52.8,0.4,3.5,2972.0,2785.0,187.0,6.3,73.6,23.7,66964.0,6.6,1660.0,65.7,3.1,0.7,5.5,496600.0,963.0
446,Buena Park,2014,Orange,0.6507936507936507,0.6724137931034482,"(0.65, 0.8]",Good,Good,80214.0,34.6,37.7,29.0,4.3,26.0,39725.0,36740.0,2985.0,7.5,57.6,28.2,64809.0,10.2,23448.0,58.4,8.2,14.1,5.3,444300.0,1357.0
447,Burbank,2014,Los Angeles,0.736842105263158,0.7540983606557377,"(0.65, 0.8]",Good,Good,103037.0,38.5,25.5,58.6,1.8,11.4,57804.0,53252.0,4552.0,7.9,62.6,25.1,66024.0,8.1,43216.0,44.2,4.5,20.0,4.3,596500.0,1330.0
448,Burlingame,2014,San Mateo,0.7048192771084337,0.7196969696969697,"(0.65, 0.8]",Good,Good,28514.0,39.8,11.9,62.6,1.3,20.1,15697.0,14766.0,931.0,5.9,60.4,25.4,79760.0,7.4,12914.0,48.0,4.6,15.8,4.6,1000000.0,1424.0
449,Calabasas,2014,Los Angeles,0.6656976744186046,0.6896551724137931,"(0.65, 0.8]",Good,Good,22839.0,41.7,6.6,75.9,3.1,10.1,11155.0,10256.0,899.0,8.1,53.8,31.1,118182.0,6.5,8633.0,66.6,7.9,7.1,6.7,921100.0,1876.0
450,California City,2014,Kern,0.5540540540540542,0.686491935483871,"(0.5, 0.65]",Good,Okay,13684.0,33.0,24.4,54.2,15.4,2.7,6076.0,4586.0,1490.0,24.5,58.0,32.6,53768.0,24.0,5816.0,74.8,2.2,0.8,5.3,145100.0,878.0
451,Calimesa,2014,Riverside,0.6145833333333333,0.35260115606936426,"(0.5, 0.65]",Low,Okay,7923.0,54.3,19.5,75.9,0.5,1.0,3416.0,3153.0,263.0,7.7,45.3,30.2,44911.0,10.1,3765.0,58.5,4.2,0.6,5.4,198800.0,1270.0
452,Camarillo,2014,Ventura,0.7597402597402597,0.7340425531914894,"(0.65, 0.8]",Good,Good,64340.0,40.4,24.5,60.6,1.4,10.2,32635.0,30071.0,2564.0,7.9,57.3,22.1,84168.0,5.6,24407.0,61.4,17.5,6.1,5.8,510700.0,1580.0
453,Campbell,2014,Santa Clara,0.6057692307692308,0.5903614457831325,"(0.5, 0.65]",Okay,Okay,39108.0,37.0,16.8,59.3,1.4,16.7,22991.0,21307.0,1684.0,7.3,66.1,23.2,82687.0,7.0,16818.0,43.7,13.9,15.5,4.7,680400.0,1403.0
454,Canyon Lake,2014,Riverside,0.625,0.6174418604651163,"(0.5, 0.65]",Okay,Okay,10663.0,41.5,9.7,86.2,0.9,1.1,5298.0,4700.0,598.0,11.3,55.5,41.9,80145.0,4.9,4285.0,93.7,3.0,0.0,6.3,391200.0,1891.0
455,Capitola,2014,Santa Cruz,0.6746031746031746,0.6851851851851851,"(0.65, 0.8]",Good,Good,9864.0,41.1,22.3,70.8,1.1,2.3,5549.0,5017.0,532.0,9.6,62.5,25.7,50696.0,10.4,5557.0,31.1,8.7,9.3,4.2,493400.0,1426.0
456,Carlsbad,2014,San Diego,0.5714285714285714,0.5534351145038168,"(0.5, 0.65]",Okay,Okay,102342.0,40.0,13.4,75.7,0.6,7.2,51542.0,47672.0,3870.0,7.5,56.5,28.7,85743.0,8.4,43471.0,52.6,16.6,10.3,5.8,633200.0,1568.0
457,Carmel-by-the-Sea,2014,Monterey,0.7672955974842768,0.7629310344827587,"(0.65, 0.8]",Good,Good,3728.0,57.4,8.1,85.6,0.0,6.4,1794.0,1737.0,57.0,3.2,51.2,16.2,76463.0,7.6,3727.0,82.7,4.6,1.1,5.0,1000000.0,1640.0
458,Carpinteria,2014,Santa Barbara,0.7816091954022988,0.7986111111111112,"(0.65, 0.8]",Good,Good,13106.0,41.7,42.6,50.9,0.4,3.4,7684.0,7014.0,670.0,8.7,65.1,20.6,68498.0,10.5,5800.0,38.7,7.8,5.5,4.6,607300.0,1385.0
459,Carson,2014,Los Angeles,0.8005181347150259,0.8176943699731903,"(0.8, 1.0]",Great,Great,91508.0,36.6,37.8,7.2,21.9,25.8,47760.0,42178.0,5582.0,11.7,61.6,26.9,70416.0,7.8,25917.0,70.4,9.4,5.5,5.5,384300.0,1275.0
460,Cathedral City,2014,Riverside,0.7173913043478262,0.6356466876971609,"(0.65, 0.8]",Okay,Good,51130.0,35.8,59.8,33.1,1.7,3.7,24781.0,22351.0,2430.0,9.8,57.6,19.4,45088.0,18.8,21825.0,54.9,14.0,2.9,5.0,232300.0,1084.0
461,Cerritos,2014,Los Angeles,0.5806451612903225,0.5813953488372092,"(0.5, 0.65]",Okay,Okay,49281.0,43.3,11.4,15.9,6.7,61.9,24347.0,22353.0,1994.0,8.2,53.6,30.0,87853.0,5.5,15219.0,83.4,9.4,2.4,6.2,620000.0,1856.0
462,Chico,2014,Butte,0.653225806451613,0.6008771929824561,"(0.65, 0.8]",Okay,Good,85605.0,28.4,14.8,73.8,1.7,4.6,45530.0,39978.0,5552.0,12.2,60.8,18.1,41632.0,21.7,37892.0,53.5,4.8,8.8,4.9,295700.0,922.0
463,Chino,2014,San Bernardino,0.7234042553191489,0.6810344827586207,"(0.65, 0.8]",Good,Good,78050.0,32.7,54.3,27.3,5.6,9.5,37313.0,33551.0,3762.0,10.1,59.5,31.6,73400.0,7.4,21679.0,70.3,6.2,8.5,5.8,378900.0,1261.0
464,Chino Hills,2014,San Bernardino,0.6351351351351351,0.7877604166666666,"(0.5, 0.65]",Good,Okay,74765.0,35.5,30.2,34.7,3.7,27.8,40862.0,36919.0,3943.0,9.6,65.6,36.4,101905.0,4.7,23323.0,81.6,3.3,3.9,6.5,536500.0,1771.0
465,Chowchilla,2014,Madera,0.69,0.8836126629422719,"(0.65, 0.8]",Great,Good,18465.0,35.6,36.7,43.8,10.2,2.4,4548.0,4128.0,420.0,9.2,19.1,27.7,41858.0,17.5,4190.0,80.5,2.9,1.3,5.3,182000.0,871.0
466,Chula Vista,2014,San Diego,0.5471698113207547,0.5635964912280702,"(0.5, 0.65]",Okay,Okay,236218.0,34.0,56.8,21.6,4.2,13.9,115373.0,103329.0,12044.0,10.4,59.8,26.5,65526.0,9.7,82329.0,54.5,10.6,15.6,5.2,401000.0,1242.0
467,Claremont,2014,Los Angeles,0.6037735849056604,0.6195652173913044,"(0.5, 0.65]",Okay,Okay,34824.0,37.2,20.8,59.8,5.0,10.9,17230.0,15709.0,1521.0,8.8,54.9,28.3,81715.0,6.5,12188.0,69.0,8.5,7.5,5.9,578600.0,1191.0
468,Clayton,2014,Contra Costa,0.646341463414634,0.6887755102040817,"(0.5, 0.65]",Good,Okay,10856.0,44.0,8.2,78.4,2.2,7.4,5619.0,5248.0,371.0,6.6,61.5,32.6,131991.0,3.9,3916.0,81.7,13.1,1.5,7.2,648700.0,1791.0
469,Clearlake,2014,Lake,0.6860465116279069,0.7433628318584071,"(0.65, 0.8]",Good,Good,15134.0,37.7,23.9,63.6,5.3,1.0,6299.0,5082.0,1217.0,19.3,52.2,26.8,28604.0,32.9,8623.0,53.9,1.7,4.2,4.3,130500.0,743.0
470,Clovis,2014,Fresno,0.6595744680851063,0.6645161290322581,"(0.65, 0.8]",Good,Good,93304.0,33.8,24.2,59.4,3.0,9.7,46689.0,41715.0,4974.0,10.7,60.6,21.2,65300.0,10.4,34904.0,71.3,1.9,7.5,5.6,284500.0,975.0
471,Coachella,2014,Riverside,0.7719298245614035,0.6727642276422764,"(0.65, 0.8]",Good,Good,39442.0,24.1,96.6,2.2,0.7,0.0,17573.0,14470.0,3103.0,17.7,63.8,20.5,43357.0,26.3,9510.0,72.4,2.5,1.7,5.4,171300.0,856.0
472,Coalinga,2014,Fresno,0.5657894736842105,0.588477366255144,"(0.5, 0.65]",Okay,Okay,13246.0,32.9,52.0,36.8,6.8,1.8,4541.0,4306.0,235.0,5.2,56.9,16.4,47101.0,25.2,3543.0,64.3,1.6,4.7,5.0,187400.0,764.0
473,Colfax,2014,Placer,0.8035714285714286,0.7355371900826446,"(0.8, 1.0]",Good,Great,1999.0,42.5,4.1,90.2,0.1,2.7,1075.0,951.0,124.0,11.5,60.5,23.7,58750.0,7.1,965.0,65.9,4.5,2.2,4.9,280900.0,870.0
474,Colma,2014,San Mateo,0.9123989218328841,0.908,"(0.8, 1.0]",Great,Great,1785.0,30.7,40.0,14.6,1.0,42.7,1112.0,1052.0,60.0,5.4,79.1,24.5,80972.0,7.4,602.0,34.6,16.3,28.4,4.5,597600.0,1674.0
475,Colton,2014,San Bernardino,0.7662337662337663,0.7692307692307693,"(0.65, 0.8]",Good,Good,52283.0,28.6,68.0,14.7,10.2,5.2,24312.0,20892.0,3420.0,14.1,61.0,27.0,41788.0,22.2,16680.0,57.9,4.1,5.6,4.9,206600.0,990.0
476,Commerce,2014,Los Angeles,0.6911468812877264,0.7122302158273381,"(0.65, 0.8]",Good,Good,12791.0,30.3,94.5,2.4,1.0,1.5,5370.0,4798.0,572.0,10.7,47.5,26.0,48878.0,16.2,3388.0,67.9,8.7,8.0,4.5,366000.0,893.0
477,Compton,2014,Los Angeles,0.5689655172413792,0.6617647058823529,"(0.5, 0.65]",Good,Okay,96102.0,26.9,65.5,1.1,30.8,0.3,41522.0,35310.0,6212.0,15.0,53.9,27.1,43311.0,24.9,25003.0,69.0,8.4,3.1,4.9,288000.0,980.0
478,Concord,2014,Contra Costa,0.6666666666666667,0.5950413223140496,"(0.65, 0.8]",Okay,Good,121989.0,37.1,27.9,52.4,3.0,11.6,67593.0,60934.0,6659.0,9.9,63.5,29.6,65769.0,11.2,48012.0,58.3,6.5,14.2,5.2,418500.0,1208.0
480,Corona,2014,Riverside,0.622093023255814,0.5833333333333334,"(0.5, 0.65]",Okay,Okay,152111.0,32.0,42.8,38.9,5.4,9.0,79106.0,69946.0,9160.0,11.6,62.4,33.9,79877.0,9.0,46225.0,70.5,4.5,6.9,6.0,381400.0,1284.0
481,Coronado,2014,San Diego,0.5791666666666666,0.755125284738041,"(0.5, 0.65]",Good,Okay,19423.0,40.5,14.5,77.8,2.0,2.8,7398.0,6989.0,409.0,5.5,49.6,20.5,93777.0,6.0,9519.0,47.1,10.8,23.8,4.9,1000000.0,1764.0
482,Costa Mesa,2014,Orange,0.7176470588235294,0.7079646017699115,"(0.65, 0.8]",Good,Good,109796.0,33.6,34.7,52.3,1.2,8.5,65241.0,60131.0,5110.0,7.8,65.7,22.1,65471.0,13.1,43542.0,39.6,9.3,20.1,4.4,617000.0,1479.0
484,Covina,2014,Los Angeles,0.6639344262295082,0.6492537313432836,"(0.65, 0.8]",Okay,Good,47662.0,35.2,51.7,31.8,4.4,9.7,25285.0,22231.0,3054.0,12.1,62.8,31.2,67638.0,10.4,15802.0,60.0,9.0,11.0,5.4,411000.0,1202.0
485,Cudahy,2014,Los Angeles,0.5641025641025641,0.6905737704918032,"(0.5, 0.65]",Good,Okay,23846.0,26.0,96.7,1.5,0.5,0.4,10285.0,9161.0,1124.0,10.9,47.8,31.5,39338.0,28.0,5879.0,48.7,6.4,11.7,4.1,248200.0,1103.0
486,Culver City,2014,Los Angeles,0.6573033707865169,0.7228915662650603,"(0.65, 0.8]",Good,Good,38899.0,40.8,23.4,46.5,10.9,14.6,22238.0,20642.0,1596.0,7.2,65.0,25.0,75596.0,7.3,17535.0,40.2,9.3,23.6,4.6,623100.0,1478.0
487,Cupertino,2014,Santa Clara,0.255813953488372,0.3950617283950617,"(0.0, 0.5]",Low,Low,57459.0,39.5,4.3,31.8,0.3,60.5,27080.0,25203.0,1877.0,6.9,50.9,24.4,124825.0,4.1,21058.0,57.3,12.5,12.3,5.4,1000000.0,2000.0
488,Cypress,2014,Orange,0.6888888888888889,0.7073170731707317,"(0.65, 0.8]",Good,Good,47610.0,39.9,18.1,45.8,2.1,31.0,24885.0,23307.0,1578.0,6.3,59.8,27.7,82954.0,6.7,15998.0,61.2,16.8,10.0,5.8,558800.0,1474.0
489,Daly City,2014,San Mateo,0.42307692307692313,0.5267857142857143,"(0.0, 0.5]",Okay,Low,100556.0,38.7,24.2,13.9,2.9,54.5,57515.0,52128.0,5387.0,9.4,63.5,28.2,75399.0,7.5,32974.0,48.5,14.5,14.9,4.8,585600.0,1455.0
490,Dana Point,2014,Orange,0.6849315068493151,0.7054545454545454,"(0.65, 0.8]",Good,Good,33510.0,43.7,15.3,79.0,0.4,2.8,18756.0,17388.0,1368.0,7.3,56.4,27.1,83306.0,7.5,15949.0,52.2,14.3,4.1,5.4,785500.0,1781.0
491,Davis,2014,Yolo,0.644736842105263,0.641566265060241,"(0.5, 0.65]",Okay,Okay,65359.0,24.9,13.5,56.6,1.7,21.9,34743.0,31885.0,2858.0,8.2,58.0,20.2,61182.0,26.2,25238.0,46.9,7.7,14.6,5.1,560500.0,1248.0
492,Del Mar,2014,San Diego,0.645320197044335,0.6646341463414634,"(0.5, 0.65]",Good,Okay,4175.0,48.9,4.0,89.8,0.0,2.0,2388.0,2327.0,61.0,2.6,60.4,23.4,114531.0,5.4,2685.0,52.2,17.2,11.5,5.1,1000000.0,1899.0
494,Del Rey Oaks,2014,Monterey,0.6578947368421053,0.8041666666666667,"(0.65, 0.8]",Great,Good,1734.0,42.5,16.3,74.4,1.0,3.4,961.0,903.0,58.0,6.0,61.1,17.2,76923.0,4.6,740.0,81.6,2.4,1.9,5.4,598300.0,1848.0
495,Delano,2014,Kern,0.5625,0.5798319327731092,"(0.5, 0.65]",Okay,Okay,52342.0,28.8,72.6,7.3,5.4,12.9,18040.0,15295.0,2745.0,15.2,56.6,23.6,37810.0,28.3,10944.0,71.3,4.4,2.2,5.2,162300.0,729.0
496,Desert Hot Springs,2014,Riverside,0.5394736842105263,0.4952229299363057,"(0.5, 0.65]",Low,Okay,25793.0,30.2,51.4,33.7,7.3,1.6,10983.0,9083.0,1900.0,17.3,54.5,31.4,34606.0,25.6,11273.0,64.1,1.8,2.9,4.9,163500.0,871.0
497,Diamond Bar,2014,Los Angeles,0.6956521739130435,0.7225433526011561,"(0.65, 0.8]",Good,Good,55668.0,40.6,19.3,22.5,3.3,52.9,29605.0,27815.0,1790.0,6.0,57.6,34.9,90153.0,5.3,18258.0,72.0,9.9,1.8,6.2,548200.0,1737.0
498,Dixon,2014,Solano,0.797979797979798,0.6923076923076923,"(0.65, 0.8]",Good,Good,18141.0,32.5,39.4,49.8,2.9,3.8,9432.0,8620.0,812.0,8.6,66.4,23.1,72626.0,8.3,6494.0,77.0,3.3,2.7,5.8,343800.0,1183.0
499,Dublin,2014,Alameda,0.6949152542372882,0.6904761904761905,"(0.65, 0.8]",Good,Good,44171.0,34.7,12.9,50.6,6.6,25.9,22963.0,21519.0,1444.0,6.3,62.9,29.5,111481.0,3.5,15006.0,51.9,12.8,17.8,5.4,624000.0,1749.0
500,East Palo Alto,2014,San Mateo,0.8823529411764706,0.9434673366834171,"(0.8, 1.0]",Great,Great,28077.0,28.4,62.1,7.3,17.3,3.0,14323.0,12658.0,1665.0,11.6,61.3,21.9,50137.0,16.8,7813.0,54.3,4.2,25.5,4.6,447600.0,1186.0
501,El Cajon,2014,San Diego,0.6554054054054055,0.6329787234042553,"(0.65, 0.8]",Okay,Good,98813.0,32.6,31.6,53.7,4.7,4.0,47002.0,41154.0,5848.0,12.4,56.0,23.5,47303.0,23.3,34836.0,41.8,4.9,23.4,4.6,363200.0,1051.0
503,El Monte,2014,Los Angeles,0.7205882352941176,0.7389830508474576,"(0.65, 0.8]",Good,Good,113763.0,32.2,68.5,5.1,0.6,25.0,53426.0,47342.0,6084.0,11.4,51.2,28.8,41820.0,22.0,29437.0,56.7,11.8,10.8,4.5,371600.0,1061.0
504,El Segundo,2014,Los Angeles,0.8540723981900453,0.8874172185430463,"(0.8, 1.0]",Great,Great,16597.0,38.8,19.3,69.1,0.7,5.7,9746.0,9224.0,522.0,5.4,63.0,21.6,88486.0,3.5,7305.0,43.6,5.2,10.3,4.7,790800.0,1452.0
505,Emeryville,2014,Alameda,0.8271604938271605,0.791044776119403,"(0.8, 1.0]",Good,Great,9698.0,33.5,8.8,37.7,13.6,36.2,6534.0,6272.0,262.0,4.0,68.9,28.0,69274.0,14.0,6252.0,5.4,6.9,64.6,3.5,353600.0,1571.0
506,Encinitas,2014,San Diego,0.5933333333333334,0.5782122905027933,"(0.5, 0.65]",Okay,Okay,59223.0,41.1,14.4,78.0,0.3,4.4,32844.0,30703.0,2141.0,6.5,60.5,24.5,88458.0,8.7,24935.0,57.0,19.0,6.8,5.6,710200.0,1667.0
507,Escalon,2014,San Joaquin,0.771186440677966,0.7574257425742574,"(0.65, 0.8]",Good,Good,7106.0,38.1,21.4,74.5,0.8,1.6,3816.0,3347.0,469.0,12.3,59.1,25.9,61855.0,9.7,2816.0,84.9,0.5,1.0,5.7,241800.0,842.0
508,Escondido,2014,San Diego,0.5338983050847458,0.4696969696969697,"(0.5, 0.65]",Low,Okay,142573.0,32.5,47.6,42.8,1.6,5.7,69474.0,63413.0,6061.0,8.7,54.4,26.5,50597.0,16.5,47661.0,50.7,6.4,13.1,5.4,367300.0,1139.0
509,Eureka,2014,Humboldt,0.6076923076923078,0.5736842105263158,"(0.5, 0.65]",Okay,Okay,27027.0,37.9,9.3,76.5,1.8,3.9,13210.0,12047.0,1163.0,8.8,54.9,14.5,36081.0,20.6,11931.0,62.9,3.8,4.4,4.9,278300.0,770.0
510,Fairfield,2014,Solano,0.7705882352941177,0.7422907488986784,"(0.65, 0.8]",Good,Good,104404.0,31.7,25.7,35.7,16.3,15.3,48557.0,44093.0,4464.0,9.2,61.4,26.7,68037.0,11.6,35095.0,69.9,6.2,7.4,5.8,341600.0,1196.0
511,Ferndale,2014,Humboldt,0.6470588235294117,0.6865671641791045,"(0.5, 0.65]",Good,Okay,1503.0,46.8,2.5,91.0,0.0,0.2,809.0,744.0,65.0,8.0,65.6,17.3,60147.0,7.5,745.0,85.8,3.6,0.0,6.0,400000.0,918.0
512,Fillmore,2014,Ventura,0.6326530612244898,0.7091152815013404,"(0.5, 0.65]",Good,Okay,14863.0,31.1,74.8,20.9,0.3,3.2,6868.0,6121.0,747.0,10.9,54.0,32.1,60605.0,16.2,4346.0,73.0,6.5,5.7,5.3,352700.0,1158.0
513,Firebaugh,2014,Fresno,0.5980392156862745,0.6608579088471849,"(0.5, 0.65]",Good,Okay,7474.0,27.1,89.9,9.0,0.7,0.0,3253.0,2649.0,604.0,18.6,50.3,25.5,33009.0,27.6,2237.0,64.1,3.9,2.4,5.0,135800.0,624.0
514,Folsom,2014,Sacramento,0.7357142857142858,0.7175572519083969,"(0.65, 0.8]",Good,Good,70564.0,37.1,11.4,65.8,6.6,13.1,34311.0,31745.0,2566.0,7.5,65.4,25.2,95143.0,3.9,24968.0,71.5,3.3,6.4,6.1,431900.0,1282.0
515,Fontana,2014,San Bernardino,0.6833333333333333,0.6377777777777778,"(0.65, 0.8]",Okay,Good,192779.0,28.5,65.9,15.6,9.4,6.2,93799.0,81062.0,12737.0,13.6,59.5,32.0,64058.0,14.0,50406.0,79.7,2.7,5.6,5.9,294800.0,1106.0
516,Fort Bragg,2014,Mendocino,0.6491228070175439,0.6407766990291262,"(0.5, 0.65]",Okay,Okay,7211.0,39.3,33.1,60.5,0.5,0.9,3730.0,3274.0,456.0,12.2,60.7,14.7,35030.0,21.0,3414.0,62.7,5.0,5.5,4.6,361100.0,967.0
517,Fortuna,2014,Humboldt,0.6046511627906976,0.6161290322580645,"(0.5, 0.65]",Okay,Okay,11753.0,40.8,12.5,77.6,1.1,2.7,4833.0,4395.0,438.0,9.1,48.3,20.8,37532.0,18.1,4746.0,67.4,3.6,4.1,5.3,289200.0,816.0
518,Foster City,2014,San Mateo,0.7297297297297298,0.7816901408450704,"(0.65, 0.8]",Good,Good,30133.0,39.0,6.4,41.3,2.0,45.2,16157.0,15079.0,1078.0,6.7,60.8,26.1,115053.0,4.2,12092.0,37.9,19.7,20.2,5.2,867200.0,1971.0
519,Fountain Valley,2014,Orange,0.5217391304347827,0.49224806201550386,"(0.5, 0.65]",Low,Okay,55209.0,43.2,12.6,48.1,1.2,35.1,29067.0,26866.0,2201.0,7.6,56.1,25.0,81661.0,6.1,19195.0,66.7,9.4,7.6,6.1,626900.0,1492.0
